Statement Author,Statement,Rating
Facebook posts,Japan’s prime minister met with Vice President Kamala Harris holding a Trump 2024 sign and wearing a red baseball cap.,pants-fire
Facebook posts,Schools stopped teaching children cursive so they wouldn’t be able to read the U.S. Constitution and other historical documents.,pants-fire
Douglas Frank,Michigan used a mathematical “key” to manipulate vote totals in 2020 election.,pants-fire
Facebook posts,"“This is all about a certificate of vaccination where they get you a national ID, and then the AI can track you.”",pants-fire
Tucker Carlson,"“Maybe (the COVID-19 vaccine) doesn't work, and they're simply not telling you that.”",pants-fire
Facebook posts,“Jay-Z and Beyonce are buying back DMX’s masters for $10 Million and giving to his kids for free.”,pants-fire
Liz Cheney,“Something less than 6% ... of this proposal that President Biden has put forward is actually focused on infrastructure.”,pants-fire
Viral image,"After learning some officers are Jewish, “Ilhan Omar says police shouldn’t exist.”",pants-fire
Instagram posts,"“Covid-does NOT exist AS A VIRUS,” and Russian doctors performing autopsies on deceased COVID-19 patients violate a World Health Organization law",pants-fire
Dan Patrick,"“Nothing has changed in the election code (under SB 7) regarding early voting. Nothing has changed.""",pants-fire
Facebook posts,"""New poll indicates” Joe Biden’s “approval at 11%, the lowest approval rating of any president in American history.""",pants-fire
Bloggers,Says Donald Trump indicted Amy Coney Barrett.,pants-fire
Bloggers,"Navy SEALs found over 1,000 trafficked children and dead bodies on the Evergreen ship that blocked the Suez Canal.",pants-fire
TikTok posts,"“As of today, no one has the right to film or photograph Mr. Biden as he climbs the flight of stairs. New White House spokesman orders!!?”",pants-fire
Facebook posts,"""mRNA is not a vaccine"" — it's ""actually an operating system"" that's run by Bill Gates to program humans.",pants-fire
Facebook posts,Video says COVID-19 vaccines are “weapons of mass destruction” that “could wipe out the human race.”,pants-fire
Facebook posts,Says Ben Shapiro said on Twitter that his “red pill moment” was sharing cupcakes with poor kids.,pants-fire
Facebook posts,Nostradamus predicted that a “feeble man” would rule the “Western World” after a time of “plague.”,pants-fire
James Edming,“You can’t tell me they can (develop a safe vaccine) in eight to 10 months. Or a year. It takes more time than that.”,pants-fire
Facebook posts,"""Suez Canal blocked by huge container ship named Evergreen. Evergreen shipping is most likely a cover for human and sex trafficking” by Hillary Clinton.",pants-fire
Facebook posts,"A CNN chyron said the Boulder “shooter was factually Arabic, but morally white.”",pants-fire
Facebook posts,"The shooting in Boulder, Colo., was a ""false flag like most of the others.""",pants-fire
Viral image,“Jamaica has not recorded any case of the coronavirus.”,pants-fire
Viral image,Video “proves 100% that President Joe Biden is not a ‘human’ being.”,pants-fire
Bloggers,A CDC study found that “mask mandates made no statistical difference” on coronavirus case rates.,pants-fire
YouTube videos,Video shows Joe Biden faked an interview in front of a green screen.,pants-fire
Kevin McCarthy,“Democrats have accomplished a lot in just 2 months ... 1 Million energy jobs destroyed.”,pants-fire
Viral image,Says Meghan Markle tweeted about Oprah Winfrey following her primetime interview.,pants-fire
Facebook posts,A photo shows a recent White House event was actually filmed at Tyler Perry Studios in Atlanta.,pants-fire
Viral image,“Actor Tom Hanks has passed away age 63.”,pants-fire
Viral image,"Says Kamala Harris said, “We will be shuttering the VA… the money saved will go to better use in assisting refugee families.”",pants-fire
Facebook posts,"Diesel prices jumped from $1.69 to $3.19 since Biden took office, and the president is to blame.",pants-fire
Facebook posts,There are nanoparticles in the COVID-19 vaccine that will help people “locate you” via 5G networks.,pants-fire
Facebook posts,Says El Chapo testified in court that he paid off Nancy Pelosi to keep the U.S.-Mexico border open for drug cartels.,pants-fire
Facebook posts,Says Oprah Winfrey for years “pimped young Hollywood girls to Harvey Weinstein to be raped.”,pants-fire
Bloggers,“Navy SEALs arrest Hillary Clinton.”,pants-fire
Facebook posts,"The $1.9 trillion COVID-19 relief bill ""awards a $25 million bonus"" to House members.",pants-fire
Facebook posts,Says Alexandria Ocasio-Cortez's net worth is “over $1 million.”,pants-fire
Facebook posts,Says Oprah Winfrey was wearing an ankle monitor during her Meghan Markle interview.,pants-fire
Viral image,Video shows someone wearing an Anthony Fauci mask.,pants-fire
Viral image,“NASA discovers THC on meteorite fragment.”,pants-fire
Sherri Tenpenny,"""Some people are going to die from the vaccine directly. But a large number of people are going to start getting horribly sick and get all kinds of autoimmune diseases.""",pants-fire
Facebook posts,"Says Donald Trump will be re-inaugurated as president on March 4, 2021.",pants-fire
J. Bart Classen,"The COVID-19 vaccine could lead to prion diseases, Alzheimer’s, ALS and other neurodegenerative diseases.",pants-fire
YouTube videos,Nancy Pelosi explains how Democrats demonize political opponents through the “wrap-up smear.”,pants-fire
Viral image,"Says Joe Biden tweeted, “the way white people talk leaving minorities confused.”",pants-fire
Facebook posts,Facebook users can avoid “problems with your Facebook going against community standards” by changing your settings.,pants-fire
Infowars,“Joe Biden’s Dept. of Energy Blocked Texas from Increasing Power Ahead of Killer Storm”,pants-fire
