,Statement Author,Statement,Rating,cleaned,statement_length,word_count,sentence_count,unique_words,lexical_richness,punctuation_count,noun_%,pronoun_%,verb_%,adj_%,determiner_%,foreign_%,cleaned_tokenized
76,Robert Martwick,Opposition to having a fully elected Chicago Board of Education is in the “super minority.”,true,opposition fully elected chicago board education super minority,91,63,1,15,16.0,1,0.3888888888888889,0.0,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,"['opposition', 'fully', 'elected', 'chicago', 'board', 'education', 'super', 'minority']"
77,Greg Abbott,“We now have more job openings than we do people who are on unemployment. We have 60% more job openings today than we did the month before the pandemic hit the state of Texas.”,true,job opening people unemployment job opening today month pandemic hit state texas,176,80,2,18,27.97163120567376,3,0.3076923076923077,0.10256410256410256,0.15384615384615385,0.02564102564102564,0.07692307692307693,0.0,"['job', 'opening', 'people', 'unemployment', 'job', 'opening', 'today', 'month', 'pandemic', 'hit', 'state', 'texas']"
78,Lindsay James,"“There are more job openings than there are people on unemployment"" in Iowa.",true,job opening people unemployment iowa,76,36,1,11,47.320000000000036,2,0.375,0.0,0.125,0.0,0.0,0.0,"['job', 'opening', 'people', 'unemployment', 'iowa']"
79,Jeff Jackson,Says he was “one of the 2 (state Senators) who voted against” North Carolina’s body camera law.,true,say one state senator voted north carolina body camera law,95,58,1,17,16.0,3,0.375,0.041666666666666664,0.16666666666666666,0.0,0.041666666666666664,0.0,"['say', 'one', 'state', 'senator', 'voted', 'north', 'carolina', 'body', 'camera', 'law']"
80,Kevin Kiley,“San Francisco had twice as many drug overdose deaths as COVID deaths last year.”,true,san francisco twice many drug overdose death covid death last year,81,66,1,10,31.50000000000001,1,0.47058823529411764,0.0,0.058823529411764705,0.23529411764705882,0.0,0.0,"['san', 'francisco', 'twice', 'many', 'drug', 'overdose', 'death', 'covid', 'death', 'last', 'year']"
81,Kirk Cox,On Virginia’s new marijuana law: “You can have up to one pound with only a $25 fine.”,true,virginia new marijuana law one pound fine,85,41,1,17,17.0,3,0.2916666666666667,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.0,"['virginia', 'new', 'marijuana', 'law', 'one', 'pound', 'fine']"
82,Van Wanggaard,Foxconn “is the largest taxpayer in Racine County.”,true,foxconn largest taxpayer racine county,51,38,1,8,9.0,1,0.5454545454545454,0.0,0.0,0.0,0.09090909090909091,0.0,"['foxconn', 'largest', 'taxpayer', 'racine', 'county']"
83,Zach Wahls,"“The federal American Rescue Plan will purchase more food from farmers for distribution.""",true,federal american rescue plan purchase food farmer distribution,89,62,1,13,13.0,2,0.375,0.0,0.0625,0.0625,0.0625,0.0,"['federal', 'american', 'rescue', 'plan', 'purchase', 'food', 'farmer', 'distribution']"
84,Pete Buttigieg,“There is racism physically built into some of our highways.”,true,racism physically built highway,61,31,1,10,11.0,1,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.0,"['racism', 'physically', 'built', 'highway']"
85,Greg Abbott,“Twice as many children are in Border Patrol custody under Biden than Trump peak in 2019.”,true,twice many child border patrol custody biden trump peak,90,55,1,14,71.68,1,0.42105263157894735,0.0,0.10526315789473684,0.10526315789473684,0.0,0.0,"['twice', 'many', 'child', 'border', 'patrol', 'custody', 'biden', 'trump', 'peak']"
86,Facebook posts,U.S. Rep. Matt Gaetz was the lone vote in the House against an anti-human trafficking bill.,true,u rep matt gaetz lone vote house anti human trafficking bill,91,60,1,14,80.91999999999999,5,0.47058823529411764,0.0,0.058823529411764705,0.11764705882352941,0.17647058823529413,0.0,"['u', 'rep', 'matt', 'gaetz', 'lone', 'vote', 'house', 'anti', 'human', 'trafficking', 'bill']"
87,Tony Evers,"“There’s still (only) a handful of school districts"" doing no in-person instruction.",true,still handful school district person instruction,84,48,1,12,12.0,5,0.3684210526315789,0.0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.0,"['still', 'handful', 'school', 'district', 'person', 'instruction']"
88,Jim Justice,West Virginia “is the only state to decline in population over the last 70 years”,true,west virginia state decline population last year,81,48,1,13,54.88000000000004,0,0.35294117647058826,0.0,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.0,"['west', 'virginia', 'state', 'decline', 'population', 'last', 'year']"
89,Terry McAuliffe,"“If you look at the average teacher pay compared to the average pay of your citizens, Virginia ranks last.”",true,look average teacher pay compared average pay citizen virginia rank last,107,72,1,13,37.333333333333336,2,0.2608695652173913,0.08695652173913043,0.08695652173913043,0.17391304347826086,0.08695652173913043,0.0,"['look', 'average', 'teacher', 'pay', 'compared', 'average', 'pay', 'citizen', 'virginia', 'rank', 'last']"
90,Barbara Dittrich,"""Pot today is not the weed baby boomers were smoking.""",true,pot today weed baby boomer smoking,54,34,1,10,10.0,3,0.38461538461538464,0.0,0.15384615384615385,0.0,0.07692307692307693,0.0,"['pot', 'today', 'weed', 'baby', 'boomer', 'smoking']"
91,Beth Wessel-Kroeschell,"""86% of Americans and 82% of gun owners support requiring all gun buyers to pass a background check.""",true,american gun owner support requiring gun buyer pas background check,101,67,1,14,35.84,5,0.391304347826087,0.0,0.13043478260869565,0.0,0.08695652173913043,0.0,"['american', 'gun', 'owner', 'support', 'requiring', 'gun', 'buyer', 'pas', 'background', 'check']"
92,Facebook posts,The Georgia House passed a bill that “makes it a misdemeanor to give food or water to voters waiting in line.”,true,georgia house passed bill make misdemeanor give food water voter waiting line,110,77,1,17,67.75999999999999,1,0.375,0.041666666666666664,0.125,0.0,0.125,0.0,"['georgia', 'house', 'passed', 'bill', 'make', 'misdemeanor', 'give', 'food', 'water', 'voter', 'waiting', 'line']"
93,Chuck Todd,“The filibuster was never an idea of the founding fathers.”,true,filibuster never idea founding father,59,37,1,10,11.0,1,0.3076923076923077,0.0,0.15384615384615385,0.0,0.23076923076923078,0.0,"['filibuster', 'never', 'idea', 'founding', 'father']"
94,Energy Transfer,“Pipelines do not freeze. They are naturally insulated. They’re buried beneath the ground.”,true,pipeline freeze naturally insulated buried beneath ground,91,57,3,13,14.0,3,0.15,0.1,0.3,0.1,0.05,0.0,"['pipeline', 'freeze', 'naturally', 'insulated', 'buried', 'beneath', 'ground']"
95,Chris Kapenga,"“The National Academy of Medicine points to a significant correlation between marijuana and psychosis, schizophrenia, and other psychotic disorders, particularly in teenagers where the risk of developing schizophrenia increases three fold.”",true,national academy medicine point significant correlation marijuana psychosis schizophrenia psychotic disorder particularly teenager risk developing schizophrenia increase three fold,240,180,1,27,95.57333333333334,4,0.40540540540540543,0.0,0.02702702702702703,0.08108108108108109,0.08108108108108109,0.0,"['national', 'academy', 'medicine', 'point', 'significant', 'correlation', 'marijuana', 'psychosis', 'schizophrenia', 'psychotic', 'disorder', 'particularly', 'teenager', 'risk', 'developing', 'schizophrenia', 'increase', 'three', 'fold']"
96,Tom Cotton,"“Becerra supports Bernie’s government takeover of your health care, eliminating your employer-provided coverage.”",true,becerra support bernie government takeover health care eliminating employer provided coverage,113,93,1,11,54.88000000000004,3,0.47368421052631576,0.10526315789473684,0.05263157894736842,0.15789473684210525,0.0,0.0,"['becerra', 'support', 'bernie', 'government', 'takeover', 'health', 'care', 'eliminating', 'employer', 'provided', 'coverage']"
97,Tom Wolf,“We’re the only major gas-producing state in the US that doesn’t have a severance tax.”,true,major gas producing state u severance tax,87,41,1,13,71.68,2,0.3181818181818182,0.045454545454545456,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.0,"['major', 'gas', 'producing', 'state', 'u', 'severance', 'tax']"
98,Cory Booker,"“There is a direct connection between discriminatory policies within the USDA and the enormous land loss we have seen among Black farmers over the past century.""",true,direct connection discriminatory policy within usda enormous land loss seen among black farmer past century,161,107,1,23,94.64000000000007,2,0.3103448275862069,0.034482758620689655,0.06896551724137931,0.13793103448275862,0.13793103448275862,0.0,"['direct', 'connection', 'discriminatory', 'policy', 'within', 'usda', 'enormous', 'land', 'loss', 'seen', 'among', 'black', 'farmer', 'past', 'century']"
99,Beto O'Rourke,"“Energy experts and State House Dems, among others, were warning of this (the Texas power blackout) for years.”",true,energy expert state house dems among others warning texas power blackout year,111,77,1,18,19.0,5,0.48,0.0,0.08,0.0,0.08,0.0,"['energy', 'expert', 'state', 'house', 'dems', 'among', 'others', 'warning', 'texas', 'power', 'blackout', 'year']"
100,Facebook posts,"""The Texas power grid is not part of the US power grid because they wanted to avoid federal regulation.”",true,texas power grid part u power grid wanted avoid federal regulation,104,66,1,15,37.333333333333336,2,0.4090909090909091,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.09090909090909091,0.0,"['texas', 'power', 'grid', 'part', 'u', 'power', 'grid', 'wanted', 'avoid', 'federal', 'regulation']"
101,Gordon Hintz,"“We know mask mandates work. There’s enough evidence out there between counties that have done it and counties that haven’t.""",true,know mask mandate work enough evidence county done county,125,57,2,16,56.000000000000014,3,0.21428571428571427,0.07142857142857142,0.17857142857142858,0.10714285714285714,0.0,0.0,"['know', 'mask', 'mandate', 'work', 'enough', 'evidence', 'county', 'done', 'county']"
102,Chuck Grassley,"Insulin prices have ""gone THRU THE ROOF for patients/taxpayers bc of manufacturer, health plan & PBM biz practices.""",true,insulin price gone thru roof patient taxpayer bc manufacturer health plan pbm biz practice,116,90,1,18,18.0,6,0.5909090909090909,0.0,0.09090909090909091,0.0,0.0,0.0,"['insulin', 'price', 'gone', 'thru', 'roof', 'patient', 'taxpayer', 'bc', 'manufacturer', 'health', 'plan', 'pbm', 'biz', 'practice']"
103,Jenna Wadsworth,"North Carolina Secretary of State Elaine Marshall ""has won more statewide races than probably anyone else alive.""",true,north carolina secretary state elaine marshall statewide race probably anyone else alive,113,88,1,17,17.0,3,0.4,0.0,0.05,0.1,0.0,0.0,"['north', 'carolina', 'secretary', 'state', 'elaine', 'marshall', 'statewide', 'race', 'probably', 'anyone', 'else', 'alive']"
104,Jennifer Boysko,"“The United States is the only industrialized, modernized country that does not already have a paid family medical leave program in place.”",true,united state industrialized modernized country already paid family medical leave program place,139,94,1,22,23.0,2,0.3076923076923077,0.0,0.11538461538461539,0.11538461538461539,0.11538461538461539,0.0,"['united', 'state', 'industrialized', 'modernized', 'country', 'already', 'paid', 'family', 'medical', 'leave', 'program', 'place']"
105,Marco Rubio,"Says Joe Biden “has issued more executive fiats than anyone in such a short period of time, ever, more than Obama, more than Trump, more than anyone.”",true,say joe biden issued executive fiat anyone short period time ever obama trump anyone,150,84,1,19,26.126700507614217,5,0.29411764705882354,0.0,0.058823529411764705,0.08823529411764706,0.029411764705882353,0.0,"['say', 'joe', 'biden', 'issued', 'executive', 'fiat', 'anyone', 'short', 'period', 'time', 'ever', 'obama', 'trump', 'anyone']"
106,Tony Evers,"""We put $330 million in general school aids — the largest in more than a decade.""",true,put million general school aid largest decade,81,45,1,14,54.88000000000004,4,0.15,0.05,0.1,0.05,0.1,0.0,"['put', 'million', 'general', 'school', 'aid', 'largest', 'decade']"
107,Pat Toomey,“There will be several thousand dollars in payments going to families with six-figure incomes who’ve had no income interruption whatsoever.”,true,several thousand dollar payment going family six figure income income interruption whatsoever,140,93,1,20,21.0,2,0.32,0.0,0.2,0.08,0.04,0.0,"['several', 'thousand', 'dollar', 'payment', 'going', 'family', 'six', 'figure', 'income', 'income', 'interruption', 'whatsoever']"
108,Kirk Cox,Virginia ranks “in the bottom third of states” in administering the COVID-19 vaccine.,true,virginia rank bottom third state administering covid vaccine,85,60,1,11,47.320000000000036,2,0.3125,0.0,0.125,0.125,0.125,0.0,"['virginia', 'rank', 'bottom', 'third', 'state', 'administering', 'covid', 'vaccine']"
109,Devin LeMahieu,"""It takes quite a while on Election Day to load those ballots, which is why we have the 1 a.m. or 3 a.m. ballot dumping in Milwaukee.""",true,take quite election day load ballot ballot dumping milwaukee,134,60,1,25,68.03999999999998,8,0.22580645161290322,0.06451612903225806,0.0967741935483871,0.0,0.0967741935483871,0.0,"['take', 'quite', 'election', 'day', 'load', 'ballot', 'ballot', 'dumping', 'milwaukee']"
110,Sarah Godlewski,"“It wasn’t all women that lost jobs (in the December jobs report), it was mostly Black and Latina women. In fact, white women gained employment.”",true,woman lost job december job report mostly black latina woman fact white woman gained employment,145,95,2,21,47.32000000000001,6,0.4,0.05714285714285714,0.11428571428571428,0.05714285714285714,0.05714285714285714,0.0,"['woman', 'lost', 'job', 'december', 'job', 'report', 'mostly', 'black', 'latina', 'woman', 'fact', 'white', 'woman', 'gained', 'employment']"
111,Jake Tapper,The second presidential impeachment of Donald Trump was “the most bipartisan impeachment in American history.”,true,second presidential impeachment donald trump bipartisan impeachment american history,110,84,1,13,71.68,1,0.3333333333333333,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,"['second', 'presidential', 'impeachment', 'donald', 'trump', 'bipartisan', 'impeachment', 'american', 'history']"
